(0.0, 0.0, 0.5, 1.0)
(0.0, 0.0, 0.535650623886, 1.0)
(0.0, 0.0, 0.589126559715, 1.0)
(0.0, 0.0, 0.624777183601, 1.0)
(0.0, 0.0, 0.67825311943, 1.0)
(0.0, 0.0, 0.713903743316, 1.0)
(0.0, 0.0, 0.767379679144, 1.0)
(0.0, 0.0, 0.80303030303, 1.0)
(0.0, 0.0, 0.856506238859, 1.0)
(0.0, 0.0, 0.909982174688, 1.0)
(0.0, 0.0, 0.945632798574, 1.0)
(0.0, 0.0, 0.999108734403, 1.0)
(0.0, 0.0, 1.0, 1.0)
(0.0, 0.0176470588235, 1.0, 1.0)
(0.0, 0.0490196078431, 1.0, 1.0)
(0.0, 0.0960784313725, 1.0, 1.0)
(0.0, 0.127450980392, 1.0, 1.0)
(0.0, 0.174509803922, 1.0, 1.0)
(0.0, 0.221568627451, 1.0, 1.0)
(0.0, 0.252941176471, 1.0, 1.0)
(0.0, 0.3, 1.0, 1.0)
(0.0, 0.33137254902, 1.0, 1.0)
(0.0, 0.378431372549, 1.0, 1.0)
(0.0, 0.409803921569, 1.0, 1.0)
(0.0, 0.456862745098, 1.0, 1.0)
(0.0, 0.503921568627, 1.0, 1.0)
(0.0, 0.535294117647, 1.0, 1.0)
(0.0, 0.582352941176, 1.0, 1.0)
(0.0, 0.613725490196, 1.0, 1.0)
(0.0, 0.660784313725, 1.0, 1.0)
(0.0, 0.692156862745, 1.0, 1.0)
(0.0, 0.739215686275, 1.0, 1.0)
(0.0, 0.770588235294, 1.0, 1.0)
(0.0, 0.817647058824, 1.0, 1.0)
(0.0, 0.864705882353, 0.996204933586, 1.0)
(0.0, 0.896078431373, 0.970904490829, 1.0)
(0.0347881087919, 0.943137254902, 0.932953826692, 1.0)
(0.0600885515497, 0.974509803922, 0.907653383934, 1.0)
(0.0980392156863, 1.0, 0.869702719798, 1.0)
(0.123339658444, 1.0, 0.84440227704, 1.0)
(0.161290322581, 1.0, 0.806451612903, 1.0)
(0.186590765338, 1.0, 0.781151170145, 1.0)
(0.224541429475, 1.0, 0.743200506009, 1.0)
(0.262492093612, 1.0, 0.705249841872, 1.0)
(0.287792536369, 1.0, 0.679949399114, 1.0)
(0.325743200506, 1.0, 0.641998734978, 1.0)
(0.351043643264, 1.0, 0.61669829222, 1.0)
(0.3889943074, 1.0, 0.578747628083, 1.0)
(0.414294750158, 1.0, 0.553447185326, 1.0)
(0.452245414295, 1.0, 0.515496521189, 1.0)
(0.490196078431, 1.0, 0.477545857052, 1.0)
(0.515496521189, 1.0, 0.452245414295, 1.0)
(0.553447185326, 1.0, 0.414294750158, 1.0)
(0.578747628083, 1.0, 0.3889943074, 1.0)
(0.61669829222, 1.0, 0.351043643264, 1.0)
(0.641998734978, 1.0, 0.325743200506, 1.0)
(0.679949399114, 1.0, 0.287792536369, 1.0)
(0.705249841872, 1.0, 0.262492093612, 1.0)
(0.743200506009, 1.0, 0.224541429475, 1.0)
(0.781151170145, 1.0, 0.186590765338, 1.0)
(0.806451612903, 1.0, 0.161290322581, 1.0)
(0.84440227704, 1.0, 0.123339658444, 1.0)
(0.869702719798, 1.0, 0.0980392156863, 1.0)
(0.907653383934, 1.0, 0.0600885515497, 1.0)
(0.932953826692, 1.0, 0.0347881087919, 1.0)
(0.970904490829, 0.959331880901, 0.0, 1.0)
(0.996204933586, 0.930283224401, 0.0, 1.0)
(1.0, 0.886710239651, 0.0, 1.0)
(1.0, 0.843137254902, 0.0, 1.0)
(1.0, 0.814088598402, 0.0, 1.0)
(1.0, 0.770515613653, 0.0, 1.0)
(1.0, 0.741466957153, 0.0, 1.0)
(1.0, 0.697893972404, 0.0, 1.0)
(1.0, 0.668845315904, 0.0, 1.0)
(1.0, 0.625272331155, 0.0, 1.0)
(1.0, 0.581699346405, 0.0, 1.0)
(1.0, 0.552650689906, 0.0, 1.0)
(1.0, 0.509077705156, 0.0, 1.0)
(1.0, 0.480029048656, 0.0, 1.0)
(1.0, 0.436456063907, 0.0, 1.0)
(1.0, 0.407407407407, 0.0, 1.0)
(1.0, 0.363834422658, 0.0, 1.0)
(1.0, 0.334785766158, 0.0, 1.0)
(1.0, 0.291212781409, 0.0, 1.0)
(1.0, 0.247639796659, 0.0, 1.0)
(1.0, 0.21859114016, 0.0, 1.0)
(1.0, 0.17501815541, 0.0, 1.0)
(1.0, 0.145969498911, 0.0, 1.0)
(1.0, 0.102396514161, 0.0, 1.0)
(0.999108734403, 0.0733478576616, 0.0, 1.0)
(0.945632798574, 0.0297748729121, 0.0, 1.0)
(0.909982174688, 0.000726216412491, 0.0, 1.0)
(0.856506238859, 0.0, 0.0, 1.0)
(0.80303030303, 0.0, 0.0, 1.0)
(0.767379679144, 0.0, 0.0, 1.0)
(0.713903743316, 0.0, 0.0, 1.0)
(0.67825311943, 0.0, 0.0, 1.0)
(0.624777183601, 0.0, 0.0, 1.0)
(0.589126559715, 0.0, 0.0, 1.0)
(0.535650623886, 0.0, 0.0, 1.0)
